="",="stats_4",="",="",="",="",=""
="",="N",="ll0",="ll",="df",="AIC",="BIC"
="m3_stipw_nostag_rp10_tvcdf1",="4480",=".",="-20965.66",="13",="41957.31",="42040.61"
="m3_stipw_nostag_rp8_tvcdf1",="4480",=".",="-20968.3",="11",="41958.59",="42029.08"
="m3_stipw_nostag_rp10_tvcdf2",="4480",=".",="-20965.42",="14",="41958.85",="42048.55"
="m3_stipw_nostag_rp9_tvcdf1",="4480",=".",="-20967.94",="12",="41959.88",="42036.77"
="m3_stipw_nostag_rp10_tvcdf3",="4480",=".",="-20965.05",="15",="41960.11",="42056.22"
="m3_stipw_nostag_rp8_tvcdf2",="4480",=".",="-20968.08",="12",="41960.16",="42037.05"
="m3_stipw_nostag_rp9_tvcdf2",="4480",=".",="-20967.71",="13",="41961.42",="42044.71"
="m3_stipw_nostag_rp10_tvcdf4",="4480",=".",="-20964.72",="16",="41961.45",="42063.96"
="m3_stipw_nostag_rp8_tvcdf3",="4480",=".",="-20967.76",="13",="41961.52",="42044.81"
="m3_stipw_nostag_rp9_tvcdf3",="4480",=".",="-20967.32",="14",="41962.65",="42052.35"
="m3_stipw_nostag_rp10_tvcdf5",="4480",=".",="-20964.42",="17",="41962.83",="42071.76"
="m3_stipw_nostag_rp8_tvcdf4",="4480",=".",="-20967.48",="14",="41962.95",="42052.66"
="m3_stipw_nostag_rp7_tvcdf1",="4480",=".",="-20971.75",="10",="41963.5",="42027.57"
="m3_stipw_nostag_rp9_tvcdf4",="4480",=".",="-20967.01",="15",="41964.01",="42060.12"
="m3_stipw_nostag_rp10_tvcdf6",="4480",=".",="-20964.19",="18",="41964.39",="42079.72"
="m3_stipw_nostag_rp8_tvcdf5",="4480",=".",="-20967.21",="15",="41964.42",="42060.53"
="m3_stipw_nostag_rp6_tvcdf1",="4480",=".",="-20973.23",="9",="41964.46",="42022.13"
="m3_stipw_nostag_rp7_tvcdf2",="4480",=".",="-20971.57",="11",="41965.14",="42035.62"
="m3_stipw_nostag_rp9_tvcdf5",="4480",=".",="-20966.79",="16",="41965.58",="42068.1"
="m3_stipw_nostag_rp10_tvcdf7",="4480",=".",="-20963.82",="19",="41965.65",="42087.39"
="m3_stipw_nostag_rp8_tvcdf6",="4480",=".",="-20966.87",="16",="41965.75",="42068.27"
="m3_stipw_nostag_rp6_tvcdf2",="4480",=".",="-20973.07",="10",="41966.13",="42030.21"
="m3_stipw_nostag_rp8_tvcdf7",="4480",=".",="-20966.2",="17",="41966.39",="42075.32"
="m3_stipw_nostag_rp7_tvcdf3",="4480",=".",="-20971.29",="12",="41966.58",="42043.46"
="m3_stipw_nostag_rp9_tvcdf6",="4480",=".",="-20966.57",="17",="41967.13",="42076.06"
="m3_stipw_nostag_logn",="4480",="-20999.25",="-20980.78",="3",="41967.55",="41986.77"
="m3_stipw_nostag_rp6_tvcdf3",="4480",=".",="-20972.78",="11",="41967.56",="42038.04"
="m3_stipw_nostag_rp7_tvcdf4",="4480",=".",="-20970.92",="13",="41967.84",="42051.13"
="m3_stipw_nostag_rp9_tvcdf7",="4480",=".",="-20966.03",="18",="41968.06",="42083.39"
="m3_stipw_nostag_rp6_tvcdf4",="4480",=".",="-20972.49",="12",="41968.97",="42045.86"
="m3_stipw_nostag_rp7_tvcdf5",="4480",=".",="-20970.63",="14",="41969.26",="42058.96"
="m3_stipw_nostag_rp5_tvcdf1",="4480",=".",="-20976.77",="8",="41969.55",="42020.81"
="m3_stipw_nostag_rp6_tvcdf5",="4480",=".",="-20972.14",="13",="41970.27",="42053.57"
="m3_stipw_nostag_rp3_tvcdf1",="4480",=".",="-20979.31",="6",="41970.63",="42009.07"
="m3_stipw_nostag_rp7_tvcdf6",="4480",=".",="-20970.39",="15",="41970.78",="42066.89"
="m3_stipw_nostag_rp4_tvcdf1",="4480",=".",="-20978.61",="7",="41971.21",="42016.06"
="m3_stipw_nostag_rp5_tvcdf2",="4480",=".",="-20976.64",="9",="41971.29",="42028.95"
="m3_stipw_nostag_rp6_tvcdf6",="4480",=".",="-20972.19",="14",="41972.37",="42062.08"
="m3_stipw_nostag_rp3_tvcdf2",="4480",=".",="-20979.21",="7",="41972.42",="42017.28"
="m3_stipw_nostag_rp7_tvcdf7",="4480",=".",="-20970.28",="16",="41972.57",="42075.08"
="m3_stipw_nostag_rp5_tvcdf3",="4480",=".",="-20976.4",="10",="41972.79",="42036.87"
="m3_stipw_nostag_rp4_tvcdf2",="4480",=".",="-20978.49",="8",="41972.98",="42024.24"
="m3_stipw_nostag_rp2_tvcdf1",="4480",=".",="-20981.62",="5",="41973.24",="42005.28"
="m3_stipw_nostag_rp5_tvcdf4",="4480",=".",="-20975.81",="11",="41973.63",="42044.11"
="m3_stipw_nostag_rp6_tvcdf7",="4480",=".",="-20971.92",="15",="41973.83",="42069.95"
="m3_stipw_nostag_rp3_tvcdf3",="4480",=".",="-20979.03",="8",="41974.06",="42025.32"
="m3_stipw_nostag_rp4_tvcdf3",="4480",=".",="-20978.24",="9",="41974.49",="42032.15"
="m3_stipw_nostag_rp2_tvcdf2",="4480",=".",="-20981.53",="6",="41975.05",="42013.5"
="m3_stipw_nostag_rp5_tvcdf5",="4480",=".",="-20975.96",="12",="41975.91",="42052.8"
="m3_stipw_nostag_rp4_tvcdf4",="4480",=".",="-20978.04",="10",="41976.08",="42040.16"
="m3_stipw_nostag_rp3_tvcdf4",="4480",=".",="-20979.05",="9",="41976.1",="42033.76"
="m3_stipw_nostag_rp5_tvcdf6",="4480",=".",="-20975.13",="13",="41976.26",="42059.56"
="m3_stipw_nostag_rp2_tvcdf3",="4480",=".",="-20981.15",="7",="41976.31",="42021.16"
="m3_stipw_nostag_rp3_tvcdf6",="4480",=".",="-20977.71",="11",="41977.42",="42047.9"
="m3_stipw_nostag_rp3_tvcdf5",="4480",=".",="-20978.72",="10",="41977.45",="42041.52"
="m3_stipw_nostag_rp4_tvcdf6",="4480",=".",="-20976.74",="12",="41977.48",="42054.37"
="m3_stipw_nostag_rp4_tvcdf5",="4480",=".",="-20977.99",="11",="41977.98",="42048.46"
="m3_stipw_nostag_rp2_tvcdf4",="4480",=".",="-20981.13",="8",="41978.26",="42029.52"
="m3_stipw_nostag_rp5_tvcdf7",="4480",=".",="-20975.33",="14",="41978.65",="42068.36"
="m3_stipw_nostag_rp3_tvcdf7",="4480",=".",="-20977.6",="12",="41979.2",="42056.09"
="m3_stipw_nostag_rp4_tvcdf7",="4480",=".",="-20976.75",="13",="41979.5",="42062.79"
="m3_stipw_nostag_rp2_tvcdf5",="4480",=".",="-20980.84",="9",="41979.68",="42037.34"
="m3_stipw_nostag_rp2_tvcdf6",="4480",=".",="-20979.87",="10",="41979.73",="42043.81"
="m3_stipw_nostag_rp2_tvcdf7",="4480",=".",="-20979.78",="11",="41981.57",="42052.05"
="m3_stipw_nostag_gom",="4480",="-21028.86",="-21010.72",="3",="42027.44",="42046.66"
="m3_stipw_nostag_rp1_tvcdf2",="4480",=".",="-21018.63",="5",="42047.26",="42079.3"
="m3_stipw_nostag_rp1_tvcdf3",="4480",=".",="-21018.29",="6",="42048.59",="42087.03"
="m3_stipw_nostag_rp1_tvcdf4",="4480",=".",="-21018.24",="7",="42050.47",="42095.32"
="m3_stipw_nostag_rp1_tvcdf6",="4480",=".",="-21016.97",="9",="42051.94",="42109.61"
="m3_stipw_nostag_rp1_tvcdf5",="4480",=".",="-21017.99",="8",="42051.97",="42103.23"
="m3_stipw_nostag_rp1_tvcdf7",="4480",=".",="-21016.91",="10",="42053.81",="42117.89"
="m3_stipw_nostag_llog",="4480",="-21043.51",="-21027.4",="3",="42060.81",="42080.03"
="m3_stipw_nostag_rp1_tvcdf1",="4480",=".",="-21039.67",="4",="42087.34",="42112.97"
="m3_stipw_nostag_wei",="4480",="-21057.02",="-21041.54",="3",="42089.09",="42108.31"
="m3_stipw_nostag_exp",="4480",="-21442.78",="-21431.39",="2",="42866.78",="42879.59"
