="",="stats_2",="",="",="",="",=""
="",="N",="ll0",="ll",="df",="AIC",="BIC"
="m_stipw_nostag_rp6_tvcdf1",="16157",=".",="-43359.53",="9",="86737.05",="86806.26"
="m_stipw_nostag_rp5_tvcdf1",="16157",=".",="-43360.67",="8",="86737.35",="86798.87"
="m_stipw_nostag_rp7_tvcdf1",="16157",=".",="-43358.69",="10",="86737.38",="86814.28"
="m_stipw_nostag_rp8_tvcdf1",="16157",=".",="-43358.06",="11",="86738.12",="86822.71"
="m_stipw_nostag_rp6_tvcdf2",="16157",=".",="-43359.52",="10",="86739.05",="86815.95"
="m_stipw_nostag_rp9_tvcdf1",="16157",=".",="-43357.61",="12",="86739.22",="86831.5"
="m_stipw_nostag_rp5_tvcdf2",="16157",=".",="-43360.67",="9",="86739.34",="86808.55"
="m_stipw_nostag_rp7_tvcdf2",="16157",=".",="-43358.69",="11",="86739.38",="86823.97"
="m_stipw_nostag_rp4_tvcdf1",="16157",=".",="-43362.88",="7",="86739.76",="86793.59"
="m_stipw_nostag_rp8_tvcdf2",="16157",=".",="-43358.06",="12",="86740.11",="86832.4"
="m_stipw_nostag_rp3_tvcdf6",="16157",=".",="-43359.43",="11",="86740.87",="86825.46"
="m_stipw_nostag_rp6_tvcdf6",="16157",=".",="-43356.44",="14",="86740.88",="86848.55"
="m_stipw_nostag_rp3_tvcdf1",="16157",=".",="-43364.49",="6",="86740.98",="86787.12"
="m_stipw_nostag_rp6_tvcdf3",="16157",=".",="-43359.49",="11",="86740.99",="86825.58"
="m_stipw_nostag_rp9_tvcdf2",="16157",=".",="-43357.61",="13",="86741.21",="86841.18"
="m_stipw_nostag_rp5_tvcdf3",="16157",=".",="-43360.63",="10",="86741.27",="86818.17"
="m_stipw_nostag_rp7_tvcdf3",="16157",=".",="-43358.66",="12",="86741.33",="86833.61"
="m_stipw_nostag_rp4_tvcdf2",="16157",=".",="-43362.88",="8",="86741.76",="86803.28"
="m_stipw_nostag_rp10_tvcdf1",="16157",=".",="-43358",="13",="86742.01",="86841.98"
="m_stipw_nostag_rp8_tvcdf3",="16157",=".",="-43358.03",="13",="86742.07",="86842.04"
="m_stipw_nostag_rp3_tvcdf7",="16157",=".",="-43359.07",="12",="86742.15",="86834.43"
="m_stipw_nostag_rp4_tvcdf6",="16157",=".",="-43359.15",="12",="86742.3",="86834.58"
="m_stipw_nostag_rp7_tvcdf6",="16157",=".",="-43356.2",="15",="86742.4",="86857.75"
="m_stipw_nostag_rp9_tvcdf6",="16157",=".",="-43354.31",="17",="86742.62",="86873.35"
="m_stipw_nostag_rp8_tvcdf6",="16157",=".",="-43355.38",="16",="86742.77",="86865.81"
="m_stipw_nostag_rp6_tvcdf4",="16157",=".",="-43359.44",="12",="86742.89",="86835.17"
="m_stipw_nostag_rp5_tvcdf6",="16157",=".",="-43358.47",="13",="86742.95",="86842.92"
="m_stipw_nostag_rp3_tvcdf2",="16157",=".",="-43364.49",="7",="86742.98",="86796.81"
="m_stipw_nostag_rp9_tvcdf3",="16157",=".",="-43357.58",="14",="86743.16",="86850.83"
="m_stipw_nostag_rp5_tvcdf4",="16157",=".",="-43360.6",="11",="86743.2",="86827.79"
="m_stipw_nostag_rp7_tvcdf4",="16157",=".",="-43358.62",="13",="86743.24",="86843.22"
="m_stipw_nostag_rp4_tvcdf7",="16157",=".",="-43358.73",="13",="86743.47",="86843.44"
="m_stipw_nostag_rp4_tvcdf3",="16157",=".",="-43362.75",="9",="86743.5",="86812.71"
="m_stipw_nostag_rp5_tvcdf7",="16157",=".",="-43357.86",="14",="86743.72",="86851.38"
="m_stipw_nostag_rp3_tvcdf5",="16157",=".",="-43361.92",="10",="86743.83",="86820.73"
="m_stipw_nostag_rp6_tvcdf5",="16157",=".",="-43358.92",="13",="86743.83",="86843.81"
="m_stipw_nostag_rp8_tvcdf4",="16157",=".",="-43357.99",="14",="86743.98",="86851.64"
="m_stipw_nostag_rp10_tvcdf2",="16157",=".",="-43358",="14",="86744",="86851.66"
="m_stipw_nostag_rp6_tvcdf7",="16157",=".",="-43357.01",="15",="86744.02",="86859.37"
="m_stipw_nostag_rp7_tvcdf5",="16157",=".",="-43358.1",="14",="86744.21",="86851.87"
="m_stipw_nostag_rp7_tvcdf7",="16157",=".",="-43356.14",="16",="86744.29",="86867.33"
="m_stipw_nostag_rp5_tvcdf5",="16157",=".",="-43360.24",="12",="86744.47",="86836.75"
="m_stipw_nostag_rp3_tvcdf3",="16157",=".",="-43364.44",="8",="86744.89",="86806.41"
="m_stipw_nostag_rp9_tvcdf4",="16157",=".",="-43357.54",="15",="86745.08",="86860.43"
="m_stipw_nostag_rp4_tvcdf5",="16157",=".",="-43361.6",="11",="86745.19",="86829.78"
="m_stipw_nostag_rp8_tvcdf5",="16157",=".",="-43357.68",="15",="86745.37",="86860.72"
="m_stipw_nostag_rp8_tvcdf7",="16157",=".",="-43355.76",="17",="86745.52",="86876.25"
="m_stipw_nostag_rp4_tvcdf4",="16157",=".",="-43362.81",="10",="86745.62",="86822.52"
="m_stipw_nostag_rp3_tvcdf4",="16157",=".",="-43363.81",="9",="86745.62",="86814.83"
="m_stipw_nostag_rp10_tvcdf6",="16157",=".",="-43354.87",="18",="86745.74",="86884.16"
="m_stipw_nostag_rp10_tvcdf3",="16157",=".",="-43357.98",="15",="86745.95",="86861.31"
="m_stipw_nostag_rp2_tvcdf6",="16157",=".",="-43363.05",="10",="86746.11",="86823.01"
="m_stipw_nostag_rp9_tvcdf5",="16157",=".",="-43357.16",="16",="86746.31",="86869.36"
="m_stipw_nostag_rp9_tvcdf7",="16157",=".",="-43355.18",="18",="86746.36",="86884.78"
="m_stipw_nostag_rp2_tvcdf7",="16157",=".",="-43362.7",="11",="86747.39",="86831.98"
="m_stipw_nostag_rp10_tvcdf4",="16157",=".",="-43357.93",="16",="86747.86",="86870.9"
="m_stipw_nostag_rp2_tvcdf5",="16157",=".",="-43365.29",="9",="86748.59",="86817.8"
="m_stipw_nostag_rp10_tvcdf7",="16157",=".",="-43355.49",="19",="86748.99",="86895.1"
="m_stipw_nostag_rp10_tvcdf5",="16157",=".",="-43357.58",="17",="86749.16",="86879.89"
="m_stipw_nostag_rp2_tvcdf4",="16157",=".",="-43366.83",="8",="86749.65",="86811.17"
="m_stipw_nostag_rp2_tvcdf3",="16157",=".",="-43368.33",="7",="86750.65",="86804.48"
="m_stipw_nostag_rp2_tvcdf1",="16157",=".",="-43376.3",="5",="86762.59",="86801.05"
="m_stipw_nostag_rp2_tvcdf2",="16157",=".",="-43376.27",="6",="86764.55",="86810.69"
="m_stipw_nostag_logn",="16157",="-43557.85",="-43397.56",="3",="86801.12",="86824.19"
="m_stipw_nostag_rp1_tvcdf6",="16157",=".",="-43405.46",="9",="86828.92",="86898.13"
="m_stipw_nostag_rp1_tvcdf7",="16157",=".",="-43405.11",="10",="86830.23",="86907.13"
="m_stipw_nostag_rp1_tvcdf5",="16157",=".",="-43407.8",="8",="86831.6",="86893.12"
="m_stipw_nostag_rp1_tvcdf4",="16157",=".",="-43409.23",="7",="86832.47",="86886.3"
="m_stipw_nostag_rp1_tvcdf3",="16157",=".",="-43410.47",="6",="86832.94",="86879.08"
="m_stipw_nostag_rp1_tvcdf2",="16157",=".",="-43418.68",="5",="86847.36",="86885.81"
="m_stipw_nostag_llog",="16157",="-43588.49",="-43434.59",="3",="86875.17",="86898.24"
="m_stipw_nostag_gom",="16157",="-43587.76",="-43444.18",="3",="86894.37",="86917.44"
="m_stipw_nostag_rp1_tvcdf1",="16157",=".",="-43550.55",="4",="87109.09",="87139.85"
="m_stipw_nostag_wei",="16157",="-43706.29",="-43561.53",="3",="87129.05",="87152.12"
="m_stipw_nostag_exp",="16157",="-44581.62",="-44437.74",="2",="88879.48",="88894.86"
