="",="stats_2",="",="",="",="",=""
="",="N",="ll0",="ll",="df",="AIC",="BIC"
="m_stipw_nostag_rp5_tvcdf4",="3433",=".",="-12952.12",="11",="25926.24",="25993.8"
="m_stipw_nostag_rp5_tvcdf5",="3433",=".",="-12951.98",="12",="25927.97",="26001.66"
="m_stipw_nostag_rp7_tvcdf5",="3433",=".",="-12950.03",="14",="25928.06",="26014.04"
="m_stipw_nostag_rp7_tvcdf4",="3433",=".",="-12951.04",="13",="25928.08",="26007.92"
="m_stipw_nostag_rp6_tvcdf4",="3433",=".",="-12952.16",="12",="25928.32",="26002.01"
="m_stipw_nostag_rp5_tvcdf6",="3433",=".",="-12951.62",="13",="25929.23",="26009.07"
="m_stipw_nostag_rp8_tvcdf5",="3433",=".",="-12949.72",="15",="25929.43",="26021.55"
="m_stipw_nostag_rp4_tvcdf4",="3433",=".",="-12954.81",="10",="25929.62",="25991.03"
="m_stipw_nostag_rp6_tvcdf5",="3433",=".",="-12951.91",="13",="25929.83",="26009.66"
="m_stipw_nostag_rp8_tvcdf4",="3433",=".",="-12951.1",="14",="25930.2",="26016.18"
="m_stipw_nostag_rp7_tvcdf6",="3433",=".",="-12950.18",="15",="25930.37",="26022.48"
="m_stipw_nostag_rp7_tvcdf7",="3433",=".",="-12949.22",="16",="25930.45",="26028.71"
="m_stipw_nostag_rp6_tvcdf6",="3433",=".",="-12951.39",="14",="25930.77",="26016.75"
="m_stipw_nostag_rp8_tvcdf6",="3433",=".",="-12949.77",="16",="25931.55",="26029.8"
="m_stipw_nostag_rp5_tvcdf7",="3433",=".",="-12951.91",="14",="25931.82",="26017.8"
="m_stipw_nostag_rp9_tvcdf4",="3433",=".",="-12951.14",="15",="25932.28",="26024.4"
="m_stipw_nostag_rp9_tvcdf5",="3433",=".",="-12950.28",="16",="25932.56",="26030.82"
="m_stipw_nostag_rp10_tvcdf4",="3433",=".",="-12950.45",="16",="25932.89",="26031.15"
="m_stipw_nostag_rp10_tvcdf5",="3433",=".",="-12949.46",="17",="25932.91",="26037.31"
="m_stipw_nostag_rp4_tvcdf6",="3433",=".",="-12954.5",="12",="25932.99",="26006.69"
="m_stipw_nostag_rp8_tvcdf7",="3433",=".",="-12949.51",="17",="25933.02",="26037.42"
="m_stipw_nostag_rp6_tvcdf7",="3433",=".",="-12951.83",="15",="25933.65",="26025.77"
="m_stipw_nostag_rp5_tvcdf1",="3433",=".",="-12958.97",="8",="25933.93",="25983.06"
="m_stipw_nostag_rp7_tvcdf1",="3433",=".",="-12957.23",="10",="25934.45",="25995.86"
="m_stipw_nostag_rp6_tvcdf1",="3433",=".",="-12958.23",="9",="25934.45",="25989.73"
="m_stipw_nostag_rp5_tvcdf2",="3433",=".",="-12958.25",="9",="25934.49",="25989.76"
="m_stipw_nostag_rp10_tvcdf7",="3433",=".",="-12948.31",="19",="25934.63",="26051.31"
="m_stipw_nostag_rp9_tvcdf6",="3433",=".",="-12950.32",="17",="25934.63",="26039.03"
="m_stipw_nostag_rp7_tvcdf2",="3433",=".",="-12956.47",="11",="25934.95",="26002.5"
="m_stipw_nostag_rp6_tvcdf2",="3433",=".",="-12957.5",="10",="25935",="25996.42"
="m_stipw_nostag_rp4_tvcdf7",="3433",=".",="-12954.56",="13",="25935.12",="26014.96"
="m_stipw_nostag_rp4_tvcdf1",="3433",=".",="-12960.66",="7",="25935.33",="25978.31"
="m_stipw_nostag_rp4_tvcdf5",="3433",=".",="-12956.7",="11",="25935.41",="26002.96"
="m_stipw_nostag_rp10_tvcdf6",="3433",=".",="-12949.77",="18",="25935.55",="26046.09"
="m_stipw_nostag_rp9_tvcdf7",="3433",=".",="-12949.85",="18",="25935.7",="26046.24"
="m_stipw_nostag_rp8_tvcdf1",="3433",=".",="-12956.86",="11",="25935.72",="26003.27"
="m_stipw_nostag_rp4_tvcdf2",="3433",=".",="-12959.9",="8",="25935.8",="25984.93"
="m_stipw_nostag_rp5_tvcdf3",="3433",=".",="-12957.93",="10",="25935.87",="25997.28"
="m_stipw_nostag_rp7_tvcdf3",="3433",=".",="-12956.02",="12",="25936.04",="26009.74"
="m_stipw_nostag_rp6_tvcdf3",="3433",=".",="-12957.04",="11",="25936.09",="26003.64"
="m_stipw_nostag_rp8_tvcdf2",="3433",=".",="-12956.12",="12",="25936.24",="26009.94"
="m_stipw_nostag_rp4_tvcdf3",="3433",=".",="-12959.29",="9",="25936.58",="25991.85"
="m_stipw_nostag_rp8_tvcdf3",="3433",=".",="-12955.69",="13",="25937.37",="26017.21"
="m_stipw_nostag_rp3_tvcdf1",="3433",=".",="-12962.89",="6",="25937.78",="25974.63"
="m_stipw_nostag_rp3_tvcdf2",="3433",=".",="-12962.18",="7",="25938.35",="25981.34"
="m_stipw_nostag_rp9_tvcdf1",="3433",=".",="-12957.24",="12",="25938.48",="26012.17"
="m_stipw_nostag_rp10_tvcdf1",="3433",=".",="-12956.48",="13",="25938.96",="26018.79"
="m_stipw_nostag_rp9_tvcdf2",="3433",=".",="-12956.5",="13",="25939",="26018.84"
="m_stipw_nostag_rp3_tvcdf3",="3433",=".",="-12961.72",="8",="25939.45",="25988.57"
