="",="stats_1",="",="",="",="",=""
="",="N",="ll0",="ll",="df",="AIC",="BIC"
="m_nostag_rp9_tvc_1",="22287",=".",="-67547.75",="61",="135217.5",="135706.2"
="m_nostag_rp10_tvc_1",="22287",=".",="-67547.01",="62",="135218",="135714.7"
="m_nostag_rp9_tvc_3",="22287",=".",="-67545.02",="65",="135220",="135740.8"
="m_nostag_rp9_tvc_2",="22287",=".",="-67547.14",="63",="135220.3",="135725"
="m_nostag_rp10_tvc_3",="22287",=".",="-67544.28",="66",="135220.6",="135749.3"
="m_nostag_rp10_tvc_2",="22287",=".",="-67546.38",="64",="135220.8",="135733.5"
="m_nostag_rp8_tvc_1",="22287",=".",="-67550.52",="60",="135221",="135701.7"
="m_nostag_rp9_tvc_4",="22287",=".",="-67544.75",="67",="135223.5",="135760.3"
="m_nostag_rp8_tvc_3",="22287",=".",="-67547.86",="64",="135223.7",="135736.5"
="m_nostag_rp8_tvc_2",="22287",=".",="-67549.91",="62",="135223.8",="135720.5"
="m_nostag_rp10_tvc_4",="22287",=".",="-67543.98",="68",="135224",="135768.8"
="m_nostag_rp7_tvc_1",="22287",=".",="-67553.04",="59",="135224.1",="135696.8"
="m_nostag_rp9_tvc_5",="22287",=".",="-67543.78",="69",="135225.6",="135778.4"
="m_nostag_rp10_tvc_5",="22287",=".",="-67543.05",="70",="135226.1",="135786.9"
="m_nostag_rp9_tvc_6",="22287",=".",="-67542.08",="71",="135226.2",="135795"
="m_nostag_rp10_tvc_6",="22287",=".",="-67541.37",="72",="135226.7",="135803.6"
="m_nostag_rp7_tvc_3",="22287",=".",="-67550.41",="63",="135226.8",="135731.6"
="m_nostag_rp7_tvc_2",="22287",=".",="-67552.44",="61",="135226.9",="135715.6"
="m_nostag_rp8_tvc_4",="22287",=".",="-67547.53",="66",="135227.1",="135755.8"
="m_nostag_rp8_tvc_6",="22287",=".",="-67544.33",="70",="135228.7",="135789.5"
="m_nostag_rp8_tvc_5",="22287",=".",="-67546.5",="68",="135229",="135773.8"
="m_nostag_rp6_tvc_1",="22287",=".",="-67556.51",="58",="135229",="135693.7"
="m_nostag_rp9_tvc_7",="22287",=".",="-67541.89",="73",="135229.8",="135814.6"
="m_nostag_rp7_tvc_4",="22287",=".",="-67549.99",="65",="135230",="135750.7"
="m_nostag_rp10_tvc_7",="22287",=".",="-67541.3",="74",="135230.6",="135823.5"
="m_nostag_rp7_tvc_5",="22287",=".",="-67548.53",="67",="135231.1",="135767.9"
="m_nostag_rp7_tvc_6",="22287",=".",="-67546.54",="69",="135231.1",="135783.9"
="m_nostag_rp8_tvc_7",="22287",=".",="-67543.68",="72",="135231.4",="135808.2"
="m_nostag_rp6_tvc_3",="22287",=".",="-67553.83",="62",="135231.7",="135728.4"
="m_nostag_rp6_tvc_2",="22287",=".",="-67555.92",="60",="135231.8",="135712.6"
="m_nostag_rp6_tvc_4",="22287",=".",="-67553.36",="64",="135234.7",="135747.5"
="m_nostag_rp5_tvc_1",="22287",=".",="-67560.93",="57",="135235.9",="135692.5"
="m_nostag_rp6_tvc_5",="22287",=".",="-67552.1",="66",="135236.2",="135765"
="m_nostag_rp7_tvc_7",="22287",=".",="-67547.28",="71",="135236.6",="135805.4"
="m_nostag_rp6_tvc_6",="22287",=".",="-67550.87",="68",="135237.7",="135782.5"
="m_nostag_rp5_tvc_3",="22287",=".",="-67558.13",="61",="135238.3",="135727"
="m_nostag_rp5_tvc_2",="22287",=".",="-67560.35",="59",="135238.7",="135711.4"
="m_nostag_rp5_tvc_4",="22287",=".",="-67557.54",="63",="135241.1",="135745.8"
="m_nostag_rp6_tvc_7",="22287",=".",="-67550.67",="70",="135241.3",="135802.2"
="m_nostag_rp5_tvc_7",="22287",=".",="-67551.96",="69",="135241.9",="135794.7"
="m_nostag_rp5_tvc_6",="22287",=".",="-67554.3",="67",="135242.6",="135779.4"
="m_nostag_rp5_tvc_5",="22287",=".",="-67556.97",="65",="135243.9",="135764.7"
="m_nostag_rp4_tvc_7",="22287",=".",="-67554.28",="68",="135244.6",="135789.3"
="m_nostag_rp4_tvc_6",="22287",=".",="-67556.79",="66",="135245.6",="135774.4"
="m_nostag_rp3_tvc_7",="22287",=".",="-67556.96",="67",="135247.9",="135784.7"
="m_nostag_rp3_tvc_6",="22287",=".",="-67559.11",="65",="135248.2",="135769"
="m_nostag_rp4_tvc_5",="22287",=".",="-67562.47",="64",="135252.9",="135765.7"
="m_nostag_rp3_tvc_5",="22287",=".",="-67564.47",="63",="135254.9",="135759.7"
="m_nostag_rp4_tvc_3",="22287",=".",="-67568.5",="60",="135257",="135737.7"
="m_nostag_rp4_tvc_1",="22287",=".",="-67572.96",="56",="135257.9",="135706.6"
="m_nostag_rp4_tvc_2",="22287",=".",="-67572.37",="58",="135260.7",="135725.4"
="m_nostag_rp4_tvc_4",="22287",=".",="-67569.88",="62",="135263.8",="135760.5"
="m_nostag_rp3_tvc_4",="22287",=".",="-67578.83",="61",="135279.7",="135768.4"
="m_nostag_rp3_tvc_1",="22287",=".",="-67590.22",="55",="135290.4",="135731.1"
="m_nostag_rp3_tvc_3",="22287",=".",="-67587.12",="59",="135292.2",="135764.9"
="m_nostag_rp3_tvc_2",="22287",=".",="-67589.49",="57",="135293",="135749.6"
="m_nostag_rp2_tvc_6",="22287",=".",="-67585.49",="64",="135299",="135811.7"
="m_nostag_rp2_tvc_7",="22287",=".",="-67583.57",="66",="135299.1",="135827.9"
="m_nostag_rp2_tvc_5",="22287",=".",="-67590.1",="62",="135304.2",="135800.9"
="m_nostag_rp2_tvc_4",="22287",=".",="-67599.48",="60",="135319",="135799.7"
="m_nostag_rp2_tvc_3",="22287",=".",="-67615.81",="58",="135347.6",="135812.3"
="m_nostag_rp1_tvc_6",="22287",=".",="-67666.44",="63",="135458.9",="135963.6"
="m_nostag_rp1_tvc_7",="22287",=".",="-67664.55",="65",="135459.1",="135979.9"
="m_nostag_rp1_tvc_5",="22287",=".",="-67671.09",="61",="135464.2",="135952.9"
="m_nostag_rp2_tvc_2",="22287",=".",="-67681.07",="56",="135474.1",="135922.8"
="m_nostag_rp2_tvc_1",="22287",=".",="-67683.18",="54",="135474.4",="135907"
="m_nostag_rp1_tvc_4",="22287",=".",="-67680.19",="59",="135478.4",="135951.1"
="m_nostag_rp1_tvc_3",="22287",=".",="-67693.68",="57",="135501.4",="135958"
="m_nostag_rp1_tvc_2",="22287",=".",="-67759.8",="55",="135629.6",="136070.2"
="m_nostag_rp1_tvc_1",="22287",=".",="-68136.54",="53",="136379.1",="136803.7"
